grupo_id,n_registros,codigos,establecimiento_representativo,niveles,nombre_generico_sospechoso
3933,6,"22-01-0303-45, 22-01-0304-46, 22-01-0315-45, 22-01-0316-46, 22-01-0395-45, 22-01-0396-46",COLEGIO NUEVOS HORIZONTES,"BASICO, DIVERSIFICADO",False
3845,6,"21-01-0299-46, 21-01-0304-45, 21-01-0305-45, 21-01-0306-46, 21-01-0315-46, 21-01-1333-45","CENTRO DE ESTUDIOS DE INGENIERIA Y ARQUITECTURA ""REMBRANDT""","BASICO, DIVERSIFICADO",False
2578,6,"13-01-0238-46, 13-01-0364-45, 13-01-0369-46, 13-01-0370-45, 13-01-0392-46, 13-01-0393-45",CENTRO EDUCATIVO MARRIOT BRILLANTE,"BASICO, DIVERSIFICADO",False
2369,6,"11-05-0013-45, 11-05-0014-46, 11-05-0139-45, 11-05-0142-46, 11-05-1350-42, 11-05-1351-43","COLEGIO PARTICULAR MIXTO ""SAN FELIPE"" - COSANFE -","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
960,6,"01-14-0177-45, 01-14-0178-46, 01-14-7186-42, 01-14-7187-43, 01-14-8166-45, 01-14-8167-46",COLEGIO MIXTO SAGRADA FAMILIA DE AMATITLÁN,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
421,6,"00-18-0134-45, 00-18-7875-42, 00-18-7876-43, 00-18-7877-45, 00-18-9754-45, 00-18-9755-46",LICEO JUVENIL DE COMPUTACION C.S.S,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3872,6,"21-01-0004-42, 21-01-0010-43, 21-01-0376-45, 21-01-0377-46, 21-01-0755-45, 21-01-1130-46",COLEGIO ADVENTISTA MORIA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
237,6,"00-08-0007-44, 00-08-0008-45, 00-08-0009-46, 00-08-0673-43, 00-08-2242-45, 00-08-4452-46",COLEGIO EVANGÉLICO MIXTO EL CALVARIO,"BASICO, DIVERSIFICADO, PRIMARIA, PRIMARIA DE ADULTOS",False
3323,6,"16-11-0001-45, 16-11-0002-45, 16-11-0003-46, 16-11-0058-45, 16-11-0061-45, 16-11-0062-46","INSTITUTO MIXTO PRIVADO ""FRANCISCO OSWALDO REYES NARCISO""","BASICO, DIVERSIFICADO",False
428,6,"00-19-0074-42, 00-19-0075-43, 00-19-0076-45, 00-19-0077-46, 00-19-0078-42, 00-19-0079-43","COLEGIO EDUCATIVO ""LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 1""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2581,6,"13-01-0217-45, 13-01-0218-46, 13-01-0269-46, 13-01-0270-45, 13-01-0397-46, 13-01-0405-45",COLEGIO TECNOLOGICO DEL VALLE,"BASICO, DIVERSIFICADO",False
1676,6,"05-02-0256-45, 05-02-0257-46, 05-02-0785-46, 05-02-0949-45, 05-02-2556-46, 05-02-2603-45",INSTITUTO PRIVADO MIXTO DE COMPUTACIÓN INFORMÁTICA,"BASICO, DIVERSIFICADO",False
3150,6,"16-01-0998-42, 16-01-0999-43, 16-01-1000-45, 16-01-1001-46, 16-01-9900-45, 16-01-9958-46",LICEO DR. RICARDO BRESSANI,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3483,6,"17-07-0028-45, 17-07-0036-42, 17-07-0041-46, 17-07-0048-46, 17-07-0049-46, 17-07-0458-43",COLEGIO CRISTIANO ARBOL DE VIDA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1650,6,"05-01-0348-46, 05-01-0450-45, 05-01-0451-46, 05-01-2907-46, 05-01-2910-45, 05-01-2917-45",INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,"BASICO, DIVERSIFICADO",False
3861,6,"21-01-0380-45, 21-01-0381-45, 21-01-0382-46, 21-01-0383-46, 21-01-0410-45, 21-01-0411-46","COLEGIO PREUNIVERSITARIO ""JUAN PABLO II""","BASICO, DIVERSIFICADO",False
1341,6,"03-01-0176-43, 03-01-0177-45, 03-01-0182-46, 03-01-0192-46, 03-01-0250-45, 03-01-0251-46",LICEO POLITECNICO PEDAGOGICO ANTIGUEÑO,"BASICO, DIVERSIFICADO, PRIMARIA",False
460,6,"00-21-7969-44, 00-21-7973-46, 00-21-7975-46, 00-21-7976-45, 00-21-7977-45, 00-21-8324-46",COLEGIO OSORIO SANDOVAL,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
2025,6,"08-06-0064-46, 08-06-0078-45, 08-06-0079-46, 08-06-0080-46, 08-06-0117-45, 08-06-0118-46","COLEGIO PRIVADO MIXTO ""FLOR DE MARÍA""","BASICO, DIVERSIFICADO",False
258,6,"00-11-0808-42, 00-11-0835-43, 00-11-0857-45, 00-11-0857-46, 00-11-9573-46, 00-11-9633-46",COLEGIO ITALIANO DE GUATEMALA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
868,6,"01-10-0258-46, 01-10-0259-45, 01-10-0260-45, 01-10-0328-45, 01-10-0329-46, 01-10-0332-46",CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),"BASICO, DIVERSIFICADO",False
1635,6,"05-01-0323-46, 05-01-0474-45, 05-01-0475-46, 05-01-2121-46, 05-01-2656-42, 05-01-2814-43",LICEO ESPAÑOL AMERICANO,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
967,6,"01-14-7805-42, 01-14-7806-43, 01-14-7807-45, 01-14-7808-46, 01-14-7989-42, 01-14-9069-44",COLEGIO CRISTIANO CAMINO DE VIDA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA, PRIMARIA DE ADULTOS",False
385,6,"00-18-0105-45, 00-18-0106-46, 00-18-0107-45, 00-18-0108-46, 00-18-0109-46, 00-18-0231-45","COLEGIO PARTICULAR MIXTO ""SAN RAFAEL""","BASICO, DIVERSIFICADO",False
1627,6,"05-01-0428-45, 05-01-0429-46, 05-01-0430-46, 05-01-0443-45, 05-01-0478-45, 05-01-0479-44",COLEGIO DE FORMACIÓN Y DESARROLLO CON COMPUTACIÓN RALIAN,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
1626,6,"05-01-0375-44, 05-01-0383-45, 05-01-0384-46, 05-01-0460-45, 05-01-0461-46, 05-01-0469-45","CENTRO EDUCATIVO ""JAVIER CAST""","BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
1689,6,"05-03-0014-45, 05-03-0025-46, 05-03-0040-45, 05-03-0041-46, 05-03-0755-42, 05-03-0755-43",CENTRO EDUCATIVO BUGANVILIA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3629,6,"18-01-0366-45, 18-01-0419-45, 18-01-0420-46, 18-01-0481-45, 18-01-0482-45, 18-01-2760-45",COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACIÓN INTEGRAL EN COMPUTACIÓN CEIF COMP,"BASICO, DIVERSIFICADO",False
2532,6,"12-22-0020-46, 12-22-0021-46, 12-22-0024-46, 12-22-0025-45, 12-22-0036-45, 12-22-0037-46",LICEO EXPERIMENTAL,"BASICO, DIVERSIFICADO",False
2997,6,"15-01-0161-42, 15-01-0166-42, 15-01-0167-43, 15-01-0168-43, 15-01-0175-45, 15-01-0189-45",CENTRO EDUCATIVO INFANTIL MONTESSORIANO,"BASICO, PARVULOS, PRIMARIA",False
895,6,"01-10-0301-46, 01-10-0306-45, 01-10-9639-46, 01-10-9640-46, 01-10-9641-45, 01-10-9643-45",LICEO CIENTIFICO SAN JUAN BAUTISTA,"BASICO, DIVERSIFICADO",False
379,6,"00-18-0168-45, 00-18-0169-43, 00-18-0170-42, 00-18-0189-46, 00-18-0190-45, 00-18-0191-46",LICEO CRISTIANO CIENCIA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3913,6,"21-07-0118-45, 21-07-0119-46, 21-07-0120-43, 21-07-0121-45, 21-07-0122-46, 21-07-0123-42","COLEGIO PARTICULAR MIXTO ""DIVINO MAESTRO""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
867,6,"01-10-0293-43, 01-10-0294-42, 01-10-0315-45, 01-10-0316-46, 01-10-0330-46, 01-10-0331-45",COLEGIO MIXTO EN COMPUTACIÓN EMANUEL,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2399,6,"11-09-0082-43, 11-09-0083-42, 11-09-0084-45, 11-09-0085-46, 11-09-0086-45, 11-09-0087-46",COLEGIO MIXTO TECNOLÓGICO BELEN,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1624,6,"05-01-0341-45, 05-01-0342-46, 05-01-0396-45, 05-01-0397-46, 05-01-0452-45, 05-01-0453-46",COLEGIO HISPANO-AMERICANO HACIENDA VERDE,"BASICO, DIVERSIFICADO",False
1728,6,"05-06-0061-45, 05-06-0133-45, 05-06-0134-46, 05-06-1905-46, 05-06-2771-46, 05-06-2772-45","LICEO TECNOLÓGICO MODERNO DE TIQUISATE, LITEMOTI","BASICO, DIVERSIFICADO",False
3682,6,"18-04-0215-43, 18-04-0240-42, 18-04-0377-45, 18-04-0377-46, 18-04-0483-46, 18-04-3275-46","INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
414,6,"00-18-0045-46, 00-18-0057-46, 00-18-0058-46, 00-18-9212-43, 00-18-9213-45, 00-18-9214-45",COLEGIO TECNOLOGICO HOMBRE DE NAZARETH,"BASICO, DIVERSIFICADO, PRIMARIA",False
3906,6,"21-05-0033-46, 21-05-0035-46, 21-05-0036-45, 21-05-0038-46, 21-05-0051-45, 21-05-0052-46","COLEGIO PARTICULAR MIXTO ""MONTEOLIVO""","BASICO, DIVERSIFICADO",False
1684,6,"05-02-0193-43, 05-02-1783-42, 05-02-1921-45, 05-02-1922-46, 05-02-2756-45, 05-02-2904-46","""CENTRO EDUCATIVO INGENIO LA UNIÓN""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3858,6,"21-01-0324-45, 21-01-0325-46, 21-01-0378-45, 21-01-0379-46, 21-01-0402-45, 21-01-0404-46","INSTITUTO PRIVADO ""LICEO INTERAMERICANO""","BASICO, DIVERSIFICADO",False
2851,6,"14-06-0043-45, 14-06-0069-45, 14-06-0070-46, 14-06-0071-46, 14-06-0141-45, 14-06-5701-46",CENTRO DE ESTUDIOS AVANZADOS NO´J -CEAN-,"BASICO, DIVERSIFICADO",False
2994,6,"15-01-0107-45, 15-01-0108-45, 15-01-0109-46, 15-01-0110-46, 15-01-0181-45, 15-01-0182-46",CENTRO ESTUDIANTIL MIGUEL ÁNGEL ASTURIAS,"BASICO, DIVERSIFICADO",False
855,6,"01-10-0104-43, 01-10-0105-42, 01-10-0214-45, 01-10-0230-44, 01-10-0231-45, 01-10-0232-46",COLEGIO MIXTO EL BUEN PASTOR,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA, PRIMARIA DE ADULTOS",False
287,6,"00-12-0073-42, 00-12-0074-43, 00-12-0075-45, 00-12-0076-46, 00-12-0159-45, 00-12-0160-46",LICEO COMPUTEX,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1601,5,"04-16-0003-42, 04-16-0015-45, 04-16-0016-46, 04-16-0034-46, 04-16-0036-45","COLEGIO MIXTO EN COMPUTACIÓN ""MORAZÁN""","BASICO, DIVERSIFICADO, PARVULOS",False
818,5,"01-08-8541-43, 01-08-9383-46, 01-08-9562-45, 01-08-9563-46, 01-08-9564-44",COLEGIO MIXTO 'SAN JUAN DIEGO',"BASICO, DIVERSIFICADO, PRIMARIA, PRIMARIA DE ADULTOS",False
2190,5,"09-20-0155-42, 09-20-1064-43, 09-20-1069-46, 09-20-1071-45, 09-20-3656-46","COLEGIO PRIVADO URBANO MIXTO ""CIENTÍFICO DE ESTUDIOS EN COMPUTACIÓN""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
69,5,"00-01-0639-46, 00-01-0641-46, 00-01-0646-46, 00-01-0711-45, 00-01-8086-45",LICEO TECNOLÓGICO MAYA DE GUATEMALA II,"BASICO, DIVERSIFICADO",False
3634,5,"18-01-0276-46, 18-01-0409-46, 18-01-0431-45, 18-01-3098-42, 18-01-3100-43",COLEGIO CRISTIANO PRIVADO MIXTO CRISTO VIENE,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
216,5,"00-07-7764-45, 00-07-7765-46, 00-07-7889-45, 00-07-7890-46, 00-07-7891-45",LICEO DE CIENCIAS TECNICAS COMERCIALES Y DE COMPUTACION,"BASICO, DIVERSIFICADO",False
2428,5,"12-02-0119-45, 12-02-0148-46, 12-02-0149-45, 12-02-0152-45, 12-02-4528-46","INSTITUTO TECNOLÓGICO PRIVADO URBANO MIXTO ""FERDINAND LASSALLE""","BASICO, DIVERSIFICADO",False
60,5,"00-01-0605-46, 00-01-0700-46, 00-01-0701-46, 00-01-7320-45, 00-01-7321-46",LICEO TÉCNICO CIENCIA Y DESARROLLO,"BASICO, DIVERSIFICADO",False
3412,5,"16-17-0066-46, 16-17-0139-45, 16-17-0144-46, 16-17-0146-45, 16-17-0147-46","INSTITUTO MIXTO DE MAGISTERIO BILINGUE ""SAN ANTONIO DE PADUA""","BASICO, DIVERSIFICADO",False
2700,5,"13-15-0049-45, 13-15-0050-45, 13-15-0051-46, 13-15-0054-46, 13-15-0064-45",LICEO PRIVADO MIXTO MAM DE DESARROLLO EDUCATIVO,"BASICO, DIVERSIFICADO",False
2439,5,"12-06-0006-46, 12-06-0098-46, 12-06-0151-45, 12-06-0152-46, 12-06-5404-46","INSTITUTO TECNOLÓGICO PARTICULAR MIXTO ""CONCEPCIÓN""","BASICO, DIVERSIFICADO",False
212,5,"00-07-3001-43, 00-07-3028-45, 00-07-3030-46, 00-07-7538-46, 00-07-7539-46",LICEO MIXTO 'ALBERT EINSTEIN',"BASICO, DIVERSIFICADO, PRIMARIA",False
2404,5,"12-01-0006-42, 12-01-0017-43, 12-01-0050-45, 12-01-0050-46, 12-01-0145-46","COLEGIO ""SAN MARCOS""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
920,5,"01-13-0115-45, 01-13-0116-46, 01-13-8612-42, 01-13-8613-43, 01-13-8614-45",COLEGIO INTEGRAL MIXTO EN COMPUTACIÓN ESTUDIANTIL FRAIJANES,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3640,5,"18-01-0423-45, 18-01-0424-46, 18-01-3208-45, 18-01-3244-45, 18-01-3245-46",COLEGIO PARTICULAR MIXTO 'MATIAS DE GALVEZ',"BASICO, DIVERSIFICADO",False
3419,5,"17-01-0109-45, 17-01-0110-46, 17-01-0122-45, 17-01-0123-46, 17-01-0165-46","CENTRO EDUCATIVO CRISTIANO ""GÉNESIS""","BASICO, DIVERSIFICADO",False
2205,5,"10-01-0011-42, 10-01-0030-43, 10-01-0079-45, 10-01-0097-46, 10-01-0297-46","COLEGIO PRIVADO MIXTO ""PERPETUO SOCORRO""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3438,5,"17-03-2833-46, 17-03-2834-46, 17-03-2944-45, 17-03-3718-46, 17-03-3723-45",LICEO PALERMO,"BASICO, DIVERSIFICADO",False
1368,5,"03-01-1035-46, 03-01-1036-45, 03-01-1128-42, 03-01-1129-43, 03-01-1304-46",COLEGIO MIXTO POLITECNICO PEDAGOGICO,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2408,5,"12-01-0003-42, 12-01-0053-45, 12-01-0053-46, 12-01-0183-46, 12-01-0184-46",COLEGIO PARTICULAR MIXTO SAGRADO CORAZON,"BASICO, DIVERSIFICADO, PARVULOS",False
3633,5,"18-01-2757-42, 18-01-3029-45, 18-01-3030-46, 18-01-3031-45, 18-01-3032-46",COLEGIO PARTICULAR MIXTO BILINGUE 'JOSE CECILIO DEL VALLE',"BASICO, DIVERSIFICADO, PARVULOS",False
77,5,"00-01-7100-44, 00-01-8497-45, 00-01-8498-45, 00-01-8499-46, 00-01-8500-46",CENTRO DE EDUCACION Y CULTURA MIRTHALA DE HURTADO,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
922,5,"01-14-0002-45, 01-14-0003-46, 01-14-0004-46, 01-14-0005-45, 01-14-0006-46",CENTRO EDUCATIVO DE INTERACCION EN COMPUTACION,"BASICO, DIVERSIFICADO",False
3864,5,"21-01-0269-46, 21-01-0316-44, 21-01-0317-45, 21-01-0419-45, 21-01-0420-46","COLEGIO PRIVADO MIXTO DE EDUCACIÓN BÁSICA ""EDUCARE""","BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
656,5,"01-08-0612-45, 01-08-0613-45, 01-08-0614-46, 01-08-0845-45, 01-08-0846-46",COLEGIO MIXTO INFANTE DEL MILAGRO,"BASICO, DIVERSIFICADO",False
3758,5,"20-01-0242-42, 20-01-0243-43, 20-01-0244-45, 20-01-0245-46, 20-01-0323-46","LICEO TEC, TECNOLÓGICO, EXPERIMENTAL Y CIENTÍFICO","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
655,5,"01-08-0639-42, 01-08-0640-43, 01-08-0641-45, 01-08-0843-45, 01-08-0844-46",COLEGIO INTERECO,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1604,5,"05-01-0019-42, 05-01-0088-43, 05-01-0114-45, 05-01-0131-45, 05-01-0131-46",CENTRO EDUCATIVO 'MIGUEL ANGEL ASTURIAS',"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3741,5,"19-07-0019-46, 19-07-0020-45, 19-07-0021-46, 19-07-0025-45, 19-07-0026-46",LICEO MIXTO EBENEZER,"BASICO, DIVERSIFICADO",False
1287,5,"01-17-0174-46, 01-17-9019-42, 01-17-9020-43, 01-17-9021-45, 01-17-9022-46",LICEO EN INFORMÁTICA COMERCIAL VILLA HERMOSA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
979,5,"01-15-0146-42, 01-15-0147-43, 01-15-0148-45, 01-15-0149-45, 01-15-0150-46",COLEGIO PEDAGOGICO MODERNO,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
685,5,"01-08-0496-46, 01-08-0937-46, 01-08-0938-46, 01-08-1491-42, 01-08-9114-45",CENTRO EDUCATIVO FE Y ALEGRÍA NO. 2,"BASICO, DIVERSIFICADO, PARVULOS",False
1110,5,"01-15-7454-42, 01-15-7455-43, 01-15-7456-45, 01-15-7457-45, 01-15-7458-46",COLEGIO PARTICULAR MIXTO CENTROAMERICANO,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3433,5,"17-03-0104-46, 17-03-0105-46, 17-03-0113-46, 17-03-0114-45, 17-03-0143-46",CENTRO EDUCATIVO CRISTIANO ADONAI,"BASICO, DIVERSIFICADO",False
2207,5,"10-01-0207-45, 10-01-0208-45, 10-01-0209-46, 10-01-0210-46, 10-01-0217-44","COLEGIO PRIVADO MIXTO ""CENTRO EDUCATIVO MAZATECO""","BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
1673,5,"05-02-0081-46, 05-02-0152-42, 05-02-0207-43, 05-02-0836-45, 05-02-1969-46",COLEGIO COSTASUR,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1366,5,"03-01-0256-45, 03-01-0257-46, 03-01-1155-45, 03-01-1158-46, 03-01-1293-46",INSTITUTO DE COMPUTACION INFORMATICA,"BASICO, DIVERSIFICADO",False
3822,5,"20-09-0037-46, 20-09-0038-46, 20-09-0043-46, 20-09-0047-43, 20-09-0056-46",COMPLEJO EDUCATIVO INTERCULTURAL,"DIVERSIFICADO, PRIMARIA",False
1359,5,"03-01-0139-46, 03-01-0178-46, 03-01-1182-42, 03-01-1183-43, 03-01-1184-45",LICEO SUPERIOR INTERNACIONAL JUAN PABLO II (LESI),"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1951,5,"07-13-0037-46, 07-13-0038-46, 07-13-0039-45, 07-13-2867-45, 07-13-2869-46",CENTRO EDUCATIVO SANTO DOMINGO,"BASICO, DIVERSIFICADO",False
299,5,"00-12-0097-42, 00-12-0098-43, 00-12-0099-45, 00-12-7522-42, 00-12-7523-43",COLEGIO IBEROAMERICANO,"BASICO, PARVULOS, PRIMARIA",False
805,5,"01-08-8553-42, 01-08-8554-43, 01-08-8555-45, 01-08-8556-46, 01-08-9289-46","COLEGIO JESUS REY DE GLORIA, S.A.","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2882,5,"14-12-0122-46, 14-12-0124-45, 14-12-0125-46, 14-12-0135-45, 14-12-0136-46","LICEO PRIVADO ""SANTA MARÍA""","BASICO, DIVERSIFICADO",False
3720,5,"19-01-0208-45, 19-01-0209-46, 19-01-0940-45, 19-01-0942-46, 19-01-0943-46","CENTRO DE EDUCACIÓN A DISTANCIA ""ITZAMNÁ""","BASICO, DIVERSIFICADO",False
2086,5,"09-01-0147-45, 09-01-3338-42, 09-01-3339-43, 09-01-3649-46, 09-01-3775-46",INSTITUTO TECNOLÓGICO PRIVADO DE OCCIDENTE,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
1053,5,"01-15-0574-42, 01-15-0575-43, 01-15-0622-45, 01-15-0658-46, 01-15-0772-46",COLEGIO CRISTIANO TERRANOVA II,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2496,5,"12-15-0047-45, 12-15-0048-46, 12-15-0114-46, 12-15-0115-46, 12-15-0117-45",COLEGIO EVANGELICO MIXTO CENTROAMERICANO,"BASICO, DIVERSIFICADO",False
966,5,"01-14-0081-46, 01-14-0084-46, 01-14-8913-42, 01-14-8914-43, 01-14-8915-45",LICEO GUATEMALTECO,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2116,5,"09-02-0027-45, 09-02-0042-45, 09-02-1099-42, 09-02-1101-43, 09-02-1103-45",COLEGIO CRISTIANO MIXTO HISPANOAMERICANO CON ORIENTACION EN COMPUTACION,"BASICO, PARVULOS, PRIMARIA",False
3351,5,"16-13-0263-46, 16-13-0264-46, 16-13-0266-45, 16-13-0270-46, 16-13-0275-45",COLEGIO MIXTO PRIVADO ASDECHI,"BASICO, DIVERSIFICADO",False
2501,5,"12-15-0132-45, 12-15-0133-45, 12-15-0134-46, 12-15-0135-46, 12-15-0207-45","INSTITUTO PARTICULAR TECNICO VOCACIONAL ""PRACTICO MODERNO""","BASICO, DIVERSIFICADO",False
3425,5,"17-03-0003-42, 17-03-0004-43, 17-03-0005-45, 17-03-0006-46, 17-03-0035-45","CENTRO EDUCATIVO ""BETHANIA""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
767,5,"01-08-8066-45, 01-08-8067-46, 01-08-8211-42, 01-08-8212-43, 01-08-8996-45",CENTRO EDUCATIVO CIENTIFICO DE INFORMATICA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3903,5,"21-04-0008-46, 21-04-0009-46, 21-04-0015-43, 21-04-0016-45, 21-04-0017-46",INSTITUTO TÉCNICO PROFESIONAL EBEN-EZER,"BASICO, DIVERSIFICADO, PRIMARIA",False
3495,5,"17-08-0002-46, 17-08-0086-43, 17-08-0087-42, 17-08-3107-46, 17-08-3850-45",LICEO EDUCATIVO ARTE Y CULTURA,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3674,5,"18-04-0076-46, 18-04-0077-46, 18-04-0078-45, 18-04-0079-44, 18-04-0084-45","LICEO FORMACION BASICA Y PROFESIONAL ""LATINOAMERICANO""","BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
1872,5,"07-01-0199-45, 07-01-0200-46, 07-01-0206-45, 07-01-2958-45, 07-01-2959-46",CENTRO EDUCATIVO DE FORMACIÓN TÉCNICA -CEFTEC-,"BASICO, DIVERSIFICADO",False
1324,5,"02-07-0022-46, 02-07-0051-46, 02-07-0052-45, 02-07-0638-45, 02-07-0819-44",INSTITUTO TECNOLOGICO SANARATECO,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
2104,5,"09-01-3951-46, 09-01-3952-46, 09-01-3966-44, 09-01-3967-45, 09-01-3968-45",COLEGIO INTEGRAL EMPRESARIAL POR MADUREZ -CIEM-,"BASICO, DIVERSIFICADO, PRIMARIA DE ADULTOS",False
3611,5,"18-01-0382-43, 18-01-0383-45, 18-01-0384-45, 18-01-0385-46, 18-01-0450-45","COLEGIO PARTICULAR MIXTO ""RAFAEL ALVAREZ OVALLE","BASICO, DIVERSIFICADO, PRIMARIA",False
2515,5,"12-16-0051-46, 12-16-0052-46, 12-16-0053-46, 12-16-0055-45, 12-16-0056-46",LICEO EXPERIMENTAL,"BASICO, DIVERSIFICADO",False
1328,5,"03-01-0086-42, 03-01-0087-43, 03-01-0088-45, 03-01-0108-46, 03-01-0148-46",COLEGIO AMERICANO SUPERIOR,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3707,5,"19-01-0016-43, 19-01-0085-45, 19-01-0085-46, 19-01-0201-45, 19-01-0311-42",COLEGIO PARTICULAR MIXTO LUTERANO EL DIVINO SALVADOR,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
271,5,"00-11-0077-45, 00-11-0078-46, 00-11-8253-45, 00-11-8254-46, 00-11-8447-46","INSTITUTO PARTICULAR MIXTO NOCTURNO ""LIC. EMILIO ARENALES CATALÁN""","BASICO, DIVERSIFICADO",False
789,5,"01-08-8635-42, 01-08-8636-43, 01-08-8637-45, 01-08-8638-45, 01-08-8639-46",COLEGIO VALLE DEL QUETZAL II,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
3914,5,"21-07-0084-45, 21-07-0085-42, 21-07-0086-43, 21-07-0125-45, 21-07-0126-46","COLEGIO PARTICULAR MIXTO ""SAN JOSÉ""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2095,5,"09-01-0013-42, 09-01-0101-43, 09-01-0139-45, 09-01-0139-46, 09-01-3670-46",INSTITUTO DE ESTUDIOS AVANZADOS DE OCCIDENTE,"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2127,5,"09-09-0046-46, 09-09-0071-45, 09-09-0073-43, 09-09-0106-45, 09-09-0107-46","COLEGIO MIXTO PRE-UNIVERSITARIO ""OSTUNCALCO""","BASICO, DIVERSIFICADO, PRIMARIA",False
1486,5,"04-01-0037-43, 04-01-0046-45, 04-01-0634-46, 04-01-2329-42, 04-01-2370-43",EPUM CENTRO EDUCATIVO PARROQUIAL MONSEÑOR 'ANGELICO MELOTTO',"BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
2544,5,"12-26-0051-45, 12-26-0052-45, 12-26-0053-46, 12-26-0054-46, 12-26-0066-45","""COLEGIO DE ESTUDIOS SUPERIORES SIPACAPA"" -CESS-","BASICO, DIVERSIFICADO",False
2172,5,"09-20-0099-45, 09-20-0100-45, 09-20-0101-46, 09-20-0148-46, 09-20-0149-45","INSTITUTO PRIVADO MIXTO DE CIENCIAS, APRENDIZAJE Y TECNOLOGÍA ""ICAT""","BASICO, DIVERSIFICADO",False
1957,5,"07-18-0026-46, 07-18-0027-46, 07-18-0525-42, 07-18-0543-43, 07-18-0686-45","COLEGIO PRIVADO EVANGÉLICO ""BETHEL""","BASICO, DIVERSIFICADO, PARVULOS, PRIMARIA",False
