CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-01-7099-46,01-,CIUDAD CAPITAL,ZONA 1,INSTITUTO PRIVADO 'SUPERACION',9A. CALLE 0-50 ZONA 1,22327928,MARIA FELICITA ROQUE CARRERA,--------------------,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-7100-44,,CIUDAD CAPITAL,ZONA 1,CENTRO DE EDUCACION Y CULTURA MIRTHALA DE HURTADO,12 CALLE 10-37,,,,PRIMARIA DE ADULTOS,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-7101-44,01-401,CIUDAD CAPITAL,ZONA 1,CENTRO DE EDUCACION Y CULTURA MIRTHALA DE HURTADO,12 AV. 12-11,,IXMUCANE ALDANA VILLAVICENCIO,,PRIMARIA DE ADULTOS,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-7102-46,01-01-0037,CIUDAD CAPITAL,ZONA 1,INSTITUTO FEDERICO CROWE,4A. AV. 9-66,22517748,CARLOS HUMBERTO GONZALEZ DE LEON,MANUEL ALEJANDRO AGUILAR ROMERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-7111-45,01-308,CIUDAD CAPITAL,ZONA 1,COLEGIO MAYB'AL,5A. CALLE 0-65,22323065,JORGE MYNOR SOL HERNÁNDEZ,,BASICO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-7112-46,01-308,CIUDAD CAPITAL,ZONA 1,COLEGIO MAYB AL,5A. CALLE 0-65,22323065,JORGE MYNOR SOL HERNÁNDEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-7113-45,01-315,CIUDAD CAPITAL,ZONA 1,ESCUELA SANTA MARIA,15 AV. 1-95,22518474,LILIAN YOLANDA RODRÍGUEZ PINTO DE CASTRO,,BASICO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-7114-46,,CIUDAD CAPITAL,ZONA 1,ESCUELA SANTA MARIA,15 AV. 1-95 ZONA 1,22518474,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-7115-43,01-01-0026,CIUDAD CAPITAL,ZONA 1,"ESCUELA OFICIAL URBANA PARA NIÑAS NO.7 ""REPUBLICA DE ARGENTINA""",6A CALLE 2-20,22530957,LUDIBEL AMARILIS GALICIA DE FLORES,MARÍA TERESA AROCHE DE LA ROSA,PRIMARIA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-7118-45,01-317,CIUDAD CAPITAL,ZONA 1,"LICEO DE COMPUTACION 'SIGLO 21, N.2'",11 AV. 9-53,"22321938, 22213239",MARIANO DOMINGO ESTRADA TELETOR,,BASICO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
